age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income
55,Federal-gov,189985,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K
34,Private,117983,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
52,Local-gov,278522,Some-college,10,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States,<=50K
31,Private,574005,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,44,United-States,>50K
55,Private,163083,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
49,Private,197418,HS-grad,9,Widowed,Adm-clerical,Unmarried,White,Female,0,0,20,United-States,<=50K
41,Private,187881,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,3942,0,40,United-States,<=50K
29,,65372,Some-college,10,Divorced,,Unmarried,White,Female,0,0,40,United-States,<=50K
21,,199915,Some-college,10,Never-married,,Own-child,White,Female,0,0,35,United-States,<=50K
23,Local-gov,287988,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
61,Private,128831,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
32,Private,83253,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,<=50K
57,Federal-gov,21626,Some-college,10,Divorced,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
45,Private,89028,HS-grad,9,Divorced,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,10520,0,40,United-States,>50K
19,Private,140459,11th,7,Never-married,Craft-repair,Other-relative,White,Male,0,0,25,United-States,<=50K
34,Private,35595,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K
22,,196943,Some-college,10,Separated,,Own-child,White,Male,0,0,25,United-States,<=50K
50,Local-gov,169182,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,49,Dominican-Republic,<=50K
28,Private,375313,HS-grad,9,Never-married,Tech-support,Not-in-family,Asian-Pac-Islander,Male,0,0,50,United-States,<=50K
37,Private,112660,9th,5,Divorced,Craft-repair,Own-child,White,Male,0,0,35,United-States,<=50K
32,Local-gov,100135,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
31,Private,446358,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Mexico,<=50K
42,State-gov,184682,Assoc-acdm,12,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
21,Private,34616,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,<=50K
19,Self-emp-not-inc,36012,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,20,United-States,<=50K
46,Self-emp-not-inc,176319,HS-grad,9,Married-civ-spouse,Sales,Own-child,White,Female,7298,0,40,United-States,>50K
24,Private,327518,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K
70,Private,105376,Some-college,10,Never-married,Tech-support,Other-relative,White,Male,0,0,40,United-States,<=50K
39,Private,403489,11th,7,Divorced,Transport-moving,Own-child,White,Male,0,0,40,United-States,<=50K
25,Private,222254,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Female,0,0,40,United-States,<=50K
35,Private,219902,HS-grad,9,Separated,Transport-moving,Unmarried,Black,Female,0,0,48,United-States,<=50K
74,,33114,10th,6,Married-civ-spouse,,Husband,Amer-Indian-Eskimo,Male,1797,0,30,United-States,<=50K
60,Private,250552,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,>50K
43,Private,303051,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,40,United-States,>50K
25,Private,248990,5th-6th,3,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,Mexico,<=50K
27,Private,137063,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K
38,Private,177305,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K
26,Private,274724,Some-college,10,Never-married,Other-service,Other-relative,White,Male,0,0,40,Nicaragua,<=50K
24,Private,157332,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,42,United-States,<=50K
41,Self-emp-inc,220821,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,40,United-States,>50K
23,Private,198992,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,35,United-States,<=50K
65,Private,171584,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
59,Self-emp-not-inc,178353,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
19,,112780,Some-college,10,Never-married,,Own-child,White,Female,0,0,30,United-States,<=50K
44,Private,277533,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
41,Private,421871,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,>50K
33,,173998,HS-grad,9,Married-civ-spouse,,Wife,White,Female,0,1485,38,United-States,<=50K
23,Private,131275,HS-grad,9,Never-married,Craft-repair,Own-child,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
37,Private,195148,HS-grad,9,Married-civ-spouse,Craft-repair,Own-child,White,Male,3137,0,40,United-States,<=50K
47,Federal-gov,168191,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,,<=50K
20,Private,406641,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,30,United-States,<=50K
47,Private,110243,11th,7,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
28,Self-emp-inc,153291,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,35,United-States,<=50K
57,State-gov,19520,Doctorate,16,Divorced,Prof-specialty,Unmarried,White,Female,0,0,50,United-States,<=50K
62,,160155,7th-8th,4,Married-civ-spouse,,Husband,White,Male,6418,0,40,United-States,>50K
58,Private,97562,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,38,United-States,<=50K
22,Self-emp-not-inc,361280,Bachelors,13,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Male,0,0,20,India,<=50K
58,Self-emp-not-inc,165315,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,35,United-States,>50K
40,Private,116632,Bachelors,13,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,<=50K
19,Private,165310,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Other-relative,White,Male,0,0,20,United-States,<=50K
47,Private,275361,Assoc-acdm,12,Widowed,Other-service,Own-child,White,Female,0,0,35,United-States,<=50K
25,Private,321205,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,4101,0,35,United-States,<=50K
61,Private,72442,11th,7,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,>50K
41,Self-emp-inc,299813,9th,5,Married-civ-spouse,Sales,Wife,White,Female,0,0,70,Dominican-Republic,<=50K
40,Private,220460,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,Canada,<=50K
49,Self-emp-inc,44671,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
23,Private,293565,10th,6,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
51,,175985,HS-grad,9,Married-civ-spouse,,Husband,White,Male,0,0,40,United-States,<=50K
59,Private,99131,Masters,14,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,>50K
20,Private,131852,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
21,Private,396790,HS-grad,9,Never-married,Transport-moving,Own-child,Black,Male,0,0,20,United-States,<=50K
26,Private,171114,Some-college,10,Never-married,Farming-fishing,Not-in-family,White,Female,0,0,38,United-States,<=50K
76,Private,208843,7th-8th,4,Widowed,Protective-serv,Not-in-family,White,Male,0,0,30,United-States,<=50K
44,Private,152629,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,3103,0,40,United-States,>50K
47,Self-emp-not-inc,218676,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,<=50K
46,Private,83064,Assoc-acdm,12,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K
25,Private,268222,HS-grad,9,Separated,Handlers-cleaners,Unmarried,Black,Female,0,0,40,United-States,<=50K
62,Private,272209,HS-grad,9,Divorced,Priv-house-serv,Unmarried,Black,Female,0,0,99,United-States,<=50K
43,Private,197397,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,Other,Female,0,0,6,Puerto-Rico,<=50K
56,Private,182062,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,48,United-States,>50K
63,Private,180911,11th,7,Married-civ-spouse,Protective-serv,Husband,White,Male,4386,0,37,United-States,>50K
52,Private,72743,HS-grad,9,Married-spouse-absent,Adm-clerical,Not-in-family,White,Female,0,0,50,United-States,<=50K
28,Private,249870,Prof-school,15,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,50,United-States,<=50K
45,Private,154430,Bachelors,13,Widowed,Prof-specialty,Not-in-family,White,Female,10520,0,50,United-States,>50K
28,Private,277746,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
90,Local-gov,187749,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,20,Philippines,<=50K
34,Private,34572,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,60,United-States,<=50K
41,Private,49797,Some-college,10,Separated,Exec-managerial,Not-in-family,Black,Female,0,0,40,United-States,<=50K
38,,365465,Assoc-voc,11,Never-married,,Own-child,White,Male,0,0,15,United-States,<=50K
29,Private,232914,Assoc-voc,11,Never-married,Adm-clerical,Own-child,Black,Female,0,0,40,United-States,<=50K
66,Private,115498,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999,0,55,,>50K
42,Private,110028,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
45,Self-emp-not-inc,256866,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,5013,0,40,United-States,<=50K
31,State-gov,78291,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
35,Self-emp-inc,187053,Bachelors,13,Separated,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,<=50K
31,Private,170430,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,80,,<=50K
46,,148489,HS-grad,9,Married-spouse-absent,,Not-in-family,Asian-Pac-Islander,Male,0,0,40,Philippines,<=50K
36,Private,130589,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,45,United-States,<=50K
23,Private,202284,Bachelors,13,Never-married,Sales,Own-child,White,Male,0,0,20,United-States,<=50K
63,,149698,Some-college,10,Married-civ-spouse,,Husband,White,Male,0,0,15,United-States,<=50K
46,Private,186172,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,3103,0,40,United-States,>50K
50,Private,129673,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,>50K
48,Federal-gov,205707,Masters,14,Married-spouse-absent,Exec-managerial,Not-in-family,White,Female,10520,0,50,United-States,>50K
44,Federal-gov,240628,Assoc-acdm,12,Divorced,Exec-managerial,Not-in-family,White,Female,2354,0,40,United-States,<=50K
27,Private,192236,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,45,United-States,<=50K
62,State-gov,159699,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,38,United-States,<=50K
65,Private,93318,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,45,United-States,<=50K
47,State-gov,189123,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
51,Private,124963,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K
39,Self-emp-not-inc,315640,Bachelors,13,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,0,0,60,Iran,<=50K
48,Self-emp-not-inc,218835,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,England,<=50K
55,Private,113912,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,20,United-States,<=50K
44,Local-gov,212665,Some-college,10,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,0,99,United-States,<=50K
48,Private,207120,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
17,,275778,9th,5,Never-married,,Own-child,White,Female,0,0,25,Mexico,<=50K
50,Private,108926,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,Black,Female,0,0,40,United-States,<=50K
30,Private,343699,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Female,0,0,40,United-States,<=50K
66,Self-emp-not-inc,174788,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0,20,United-States,<=50K
60,Private,56248,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
23,Private,580248,HS-grad,9,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,United-States,<=50K
30,State-gov,54318,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
59,Local-gov,196013,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
53,Private,274276,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
19,Private,333953,12th,8,Never-married,Other-service,Other-relative,White,Female,0,0,30,United-States,<=50K
41,Private,174201,HS-grad,9,Divorced,Handlers-cleaners,Unmarried,White,Male,0,0,40,United-States,<=50K
38,Private,127601,Some-college,10,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,>50K
36,Private,273604,Bachelors,13,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
32,Private,34437,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,<=50K
37,Private,336598,5th-6th,3,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,36,Mexico,<=50K
29,Private,110226,Masters,14,Never-married,Sales,Not-in-family,White,Male,0,0,65,,<=50K
54,Private,194580,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K
33,Self-emp-not-inc,102884,Bachelors,13,Married-civ-spouse,Sales,Own-child,White,Male,0,0,20,United-States,<=50K
41,Local-gov,173051,Some-college,10,Divorced,Other-service,Unmarried,White,Female,0,0,45,United-States,<=50K
30,Private,257849,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48,United-States,<=50K
29,Private,137618,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,41,United-States,>50K
33,Private,136331,HS-grad,9,Married-spouse-absent,Craft-repair,Unmarried,White,Male,0,0,50,United-States,<=50K
19,Private,183041,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States,<=50K
28,Private,221215,10th,6,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,40,Mexico,<=50K
37,Private,238311,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,36,United-States,>50K
54,Private,53833,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K
26,Private,247025,HS-grad,9,Never-married,Protective-serv,Unmarried,White,Male,0,0,44,United-States,<=50K
41,State-gov,108945,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Female,14344,0,40,United-States,>50K
49,Local-gov,298445,Prof-school,15,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1977,60,United-States,>50K
40,Private,174515,HS-grad,9,Widowed,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,<=50K
50,Local-gov,100480,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K
25,Private,195994,1st-4th,2,Never-married,Priv-house-serv,Not-in-family,White,Female,0,0,40,Guatemala,<=50K
57,Private,70720,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,78,United-States,<=50K
41,Federal-gov,253770,Some-college,10,Married-civ-spouse,Transport-moving,Wife,White,Female,7298,0,40,United-States,>50K
38,Private,172755,HS-grad,9,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
23,Private,39615,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,10,United-States,<=50K
17,Private,32607,10th,6,Never-married,Farming-fishing,Own-child,White,Male,0,0,20,United-States,<=50K
44,Local-gov,357814,12th,8,Married-civ-spouse,Other-service,Other-relative,White,Female,0,0,35,Mexico,<=50K
46,Private,228372,Bachelors,13,Divorced,Sales,Unmarried,White,Male,0,0,40,United-States,>50K
21,Private,82847,Some-college,10,Never-married,Tech-support,Not-in-family,White,Female,0,0,50,United-States,<=50K
30,Private,231413,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
23,,296613,Some-college,10,Never-married,,Own-child,White,Female,0,0,32,United-States,<=50K
67,Self-emp-inc,171564,HS-grad,9,Married-civ-spouse,Prof-specialty,Wife,White,Female,20051,0,30,England,>50K
22,Local-gov,123727,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,21,United-States,<=50K
33,,190027,HS-grad,9,Never-married,,Unmarried,Black,Female,0,0,20,United-States,<=50K
47,Local-gov,97419,Bachelors,13,Divorced,Prof-specialty,Not-in-family,Black,Female,0,0,40,United-States,<=50K
39,Private,175681,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,60,,<=50K
30,Local-gov,159773,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,45,United-States,>50K
35,Private,343403,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
45,Private,99179,11th,7,Widowed,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
34,Self-emp-inc,314375,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,>50K
35,Private,101387,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,0,0,50,United-States,<=50K
29,Private,222249,HS-grad,9,Never-married,Adm-clerical,Other-relative,White,Female,0,0,40,United-States,<=50K
21,Private,20728,HS-grad,9,Never-married,Sales,Own-child,White,Female,4101,0,40,United-States,<=50K
18,,36348,Some-college,10,Never-married,,Own-child,White,Male,0,0,48,United-States,<=50K
52,Private,204584,Bachelors,13,Married-spouse-absent,Exec-managerial,Not-in-family,White,Female,0,0,42,United-States,<=50K
45,Private,31339,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,45,United-States,>50K
51,Self-emp-not-inc,78631,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,Male,0,0,60,United-States,<=50K
44,Self-emp-not-inc,83812,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,60,United-States,<=50K
31,Local-gov,102130,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,<=50K
41,Local-gov,340682,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
21,Private,265148,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,38,Jamaica,<=50K
54,Local-gov,279452,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K
32,Private,118551,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,35,,>50K
26,Private,485117,Bachelors,13,Never-married,Transport-moving,Own-child,White,Male,0,0,20,United-States,<=50K
44,Self-emp-not-inc,33121,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,72,United-States,<=50K
22,Private,157332,Some-college,10,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,United-States,<=50K
46,Private,171550,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,38,United-States,<=50K
63,Private,124242,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,United-States,<=50K
24,Private,257500,HS-grad,9,Separated,Machine-op-inspct,Own-child,Black,Female,0,0,40,United-States,<=50K
52,Private,204402,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,85,United-States,>50K
74,Self-emp-inc,231002,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,30,United-States,>50K
49,Private,278322,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
33,Private,295589,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,50,United-States,>50K
52,Self-emp-inc,51048,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,<=50K
22,Private,213902,5th-6th,3,Never-married,Priv-house-serv,Other-relative,White,Female,0,0,40,El-Salvador,<=50K
42,Private,59474,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
33,Private,63184,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,40,United-States,<=50K
51,Private,386773,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,55,United-States,>50K
42,Self-emp-not-inc,140474,Assoc-acdm,12,Divorced,Craft-repair,Own-child,Amer-Indian-Eskimo,Male,0,0,35,United-States,<=50K
50,Private,157043,11th,7,Divorced,Other-service,Not-in-family,Black,Female,0,0,40,United-States,<=50K
51,Self-emp-not-inc,175897,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,20,United-States,<=50K
41,Self-emp-not-inc,227065,Some-college,10,Separated,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
46,State-gov,107231,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1740,40,United-States,<=50K
30,Federal-gov,68330,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,>50K
32,Private,160634,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,<=50K
32,Private,163530,HS-grad,9,Divorced,Other-service,Unmarried,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K
30,Local-gov,83066,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,40,United-States,<=50K
51,Private,191965,HS-grad,9,Widowed,Other-service,Unmarried,White,Female,0,0,32,United-States,<=50K
30,Private,288566,Bachelors,13,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
24,Private,185821,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,<=50K
29,Federal-gov,301010,Some-college,10,Never-married,Armed-Forces,Not-in-family,Black,Male,0,0,60,United-States,<=50K
62,Private,77884,5th-6th,3,Married-civ-spouse,Farming-fishing,Husband,Asian-Pac-Islander,Male,0,0,40,Philippines,<=50K
46,Private,207301,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,37,United-States,<=50K
28,Private,77009,7th-8th,4,Divorced,Other-service,Unmarried,White,Female,0,0,50,United-States,<=50K
45,Self-emp-not-inc,114396,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,35,United-States,<=50K
35,Private,170263,Some-college,10,Never-married,Tech-support,Unmarried,White,Female,0,0,40,United-States,<=50K
38,Private,32837,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,0,0,56,United-States,<=50K
60,Local-gov,232769,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,20,United-States,<=50K
20,,129240,Some-college,10,Never-married,,Own-child,White,Female,0,0,25,United-States,<=50K
47,State-gov,118447,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,>50K
56,Private,265086,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K
21,Private,349041,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
25,Private,164488,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,,<=50K
41,Private,113491,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
28,Private,185957,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K
54,Private,280292,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,32,United-States,<=50K
40,Self-emp-not-inc,125206,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
56,Private,161662,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,42,United-States,>50K
42,Private,413297,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K
90,Local-gov,153602,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,6767,0,40,United-States,<=50K
41,Private,274363,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,7298,0,42,United-States,>50K
28,Private,60374,HS-grad,9,Married-civ-spouse,Other-service,Own-child,White,Female,0,0,35,United-States,<=50K
48,Private,155659,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
17,Private,130806,10th,6,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,24,United-States,<=50K
59,Self-emp-not-inc,140957,Assoc-voc,11,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,35,United-States,>50K
66,,99888,Assoc-voc,11,Widowed,,Not-in-family,White,Female,0,0,40,United-States,<=50K
24,Private,196675,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,70,United-States,<=50K
64,Private,46087,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,<=50K
51,State-gov,172281,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,35,United-States,>50K
40,Private,150471,Assoc-acdm,12,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
54,Private,175912,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
48,Private,232145,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
27,Private,213421,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,<=50K
37,Private,242713,12th,8,Separated,Priv-house-serv,Unmarried,Black,Female,0,0,40,United-States,<=50K
20,Private,194848,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
17,Private,143331,10th,6,Never-married,Sales,Own-child,White,Male,0,0,15,United-States,<=50K
48,Private,224870,HS-grad,9,Divorced,Machine-op-inspct,Other-relative,Other,Female,0,0,38,Ecuador,<=50K
61,Private,175331,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
46,Local-gov,160187,Masters,14,Widowed,Exec-managerial,Unmarried,Black,Female,0,0,35,United-States,<=50K
56,Local-gov,391926,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
46,Private,101430,11th,7,Divorced,Handlers-cleaners,Unmarried,Black,Female,0,0,40,United-States,<=50K
